what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1351039596267
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1351039596267
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1351039596267
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1351039596268
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1351039596268
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1351039596269
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1351039596269
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1351039596269
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1351039596270
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1351039596270
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1351039596271
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1351039596315
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1351039596316
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1351039596316
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1351039596317
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1351039596318
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1351039596351
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1351039596352
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1351039596352
started,bundle,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.ui",1351039596372
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1351039596373
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1351039596373
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1351039596374
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1351039596374
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1351039596375
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1351039596375
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1351039596375
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1351039596375
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1351039596376
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1351039596376
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1351039596377
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1351039596385
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1351039596389
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1351039596390
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1351039596391
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1351039596392
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1351039596392
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1351039596393
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1351039596405
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1351039596406
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1351039596406
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1351039596406
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1351039596407
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1351039596408
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1351039596408
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1351039596409
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1351039596410
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1351039596410
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1351039596410
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1351039596411
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1351039596412
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1351039596412
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1351039596412
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1351039596413
os,sysinfo,,,"win32",1351039596416
arch,sysinfo,,,"x86_64",1351039596416
ws,sysinfo,,,"win32",1351039596416
locale,sysinfo,,,"en_US",1351039596416
processors,sysinfo,,,"4",1351039596416
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1351039596416
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1351039596416
java.specification.name,sysinfo,,,"Java Platform API Specification",1351039596416
java.specification.vendor,sysinfo,,,"Oracle Corporation",1351039596416
java.specification.version,sysinfo,,,"1.7",1351039596416
java.vendor,sysinfo,,,"Oracle Corporation",1351039596416
java.version,sysinfo,,,"1.7.0_01",1351039596416
java.vm.info,sysinfo,,,"mixed mode",1351039596416
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1351039596416
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1351039596416
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1351039596416
java.vm.specification.version,sysinfo,,,"1.7",1351039596416
java.vm.vendor,sysinfo,,,"Oracle Corporation",1351039596416
java.vm.version,sysinfo,,,"21.1-b02",1351039596416
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1351039596470
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1351039597056
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1351039597056
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1351039597185
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1351039597288
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1351039597348
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039613235
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1351039616216
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1351039616231
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1351039646662
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1351039646747
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1351039646847
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1351039647644
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1351039647763
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1351039647828
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1351039648190
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1351039648190
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1351039648748
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1351039648936
started,bundle,org.eclipse.jst.j2ee.core,1.2.100.v201105122000,"org.eclipse.jst.j2ee.core",1351039648942
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1351039649054
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1351039649204
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1351039649374
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1351039649568
started,bundle,org.eclipse.jst.j2ee,1.1.500.v201105122000,"org.eclipse.jst.j2ee",1351039649654
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1351039649654
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.500.v201012020700,"org.eclipse.jst.j2ee.navigator.ui",1351039649679
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1351039653203
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1351039653204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039653482
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1351039654089
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1351039654152
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1351039654180
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351039654302
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1351039654381
opened,view,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui.views.tasks",1351039654843
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1351039654862
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1351039654868
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1351039659001
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1351039659015
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351039660780
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039664731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039827534
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1351039832521
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1351039832522
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1351039833070
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1351039833071
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1351039852081
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1351039852121
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1351039852290
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1351039852291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039860065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039872521
started,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1351039872580
started,bundle,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui",1351039872606
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1351039872952
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1351039873568
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1351039873725
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1351039874578
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1351039874775
opened,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351039874846
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351039875483
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1351039875487
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1351039876183
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1351039876624
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351039877929
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1351039877929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039887384
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039953486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039958705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039968899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039973334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039992730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351039999540
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1351040018874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040019988
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040020337
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1351040020643
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1351040020864
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040020901
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351040023845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040026978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040033311
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040033535
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040033609
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351040035012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040038767
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040051216
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040051316
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040051382
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351040052964
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040055811
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040062051
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040062142
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040062205
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351040063549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040067054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040069004
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040069075
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040069152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040071144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040084095
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351040087711
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351040087919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040089693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040098859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040117290
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040141380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040148998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040153521
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1351040160843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040165998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040168847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040170601
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040174659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040180980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040181939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040286110
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040288987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040345624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040350644
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040355743
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040358545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040397918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040402346
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.0.v201105180000,"org.eclipse.jpt.jaxb.ui",1351040443263
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1351040443283
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1351040443400
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1351040443404
started,bundle,org.eclipse.pde.api.tools,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools",1351040443566
started,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1351040443567
started,bundle,org.eclipse.jpt.jaxb.core,1.0.0.v201105240000,"org.eclipse.jpt.jaxb.core",1351040443770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040463832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040490390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040529370
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351040531622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1351041114024
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351041115831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1351041188301
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351041190553
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1351041207008
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351041208788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1351041269354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351041272034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1351041304959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351041308599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351041486451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351041489978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351041509615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351041523552
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1351041603905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1351041645001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351041646250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1351041667101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351041669682
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1351042139622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351042295274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351042301624
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1351042401885
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351042417818
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351042422615
